,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Original_medal,Gold,Silver,Bronze,Athlete_Team,Original_gold_winner,New_medal
1536,Los Angeles (1932),1932,Athletics,Athletics,Volmari Iso-Hollo,FIN,Men,3000m steeplechase men,Gold,1,0,0,Volmari Iso-Hollo (FIN),Volmari Iso-Hollo (FIN),Gold
1539,Los Angeles (1932),1932,Athletics,Athletics,William Arthur Carr,USA,Men,400m men,Gold,1,0,0,William Arthur Carr (USA),William Arthur Carr (USA),Gold
1542,Los Angeles (1932),1932,Athletics,Athletics,Robert Morton Newburgh Tisdall,IRL,Men,400m hurdles men,Gold,1,0,0,Robert Morton Newburgh Tisdall (IRL),Robert Morton Newburgh Tisdall (IRL),Gold
1560,Los Angeles (1932),1932,Athletics,Athletics,Hector Monroe Dyer,USA,Men,4x100m relay men,Gold,1,0,0,Hector Monroe Dyer (USA),Hector Monroe Dyer (USA),Gold
1561,Los Angeles (1932),1932,Athletics,Athletics,Hector Monroe Dyer,USA,Men,4x100m relay men,Gold,1,0,0,Hector Monroe Dyer (USA),Robert Allan Kiesel (USA),Gold
1562,Los Angeles (1932),1932,Athletics,Athletics,Hector Monroe Dyer,USA,Men,4x100m relay men,Gold,1,0,0,Hector Monroe Dyer (USA),Martin Emmett Toppino (USA),Gold
1563,Los Angeles (1932),1932,Athletics,Athletics,Hector Monroe Dyer,USA,Men,4x100m relay men,Gold,1,0,0,Hector Monroe Dyer (USA),Frank Clifford Wykoff (USA),Gold
1564,Los Angeles (1932),1932,Athletics,Athletics,Robert Allan Kiesel,USA,Men,4x100m relay men,Gold,1,0,0,Robert Allan Kiesel (USA),Hector Monroe Dyer (USA),Gold
1565,Los Angeles (1932),1932,Athletics,Athletics,Robert Allan Kiesel,USA,Men,4x100m relay men,Gold,1,0,0,Robert Allan Kiesel (USA),Robert Allan Kiesel (USA),Gold
1566,Los Angeles (1932),1932,Athletics,Athletics,Robert Allan Kiesel,USA,Men,4x100m relay men,Gold,1,0,0,Robert Allan Kiesel (USA),Martin Emmett Toppino (USA),Gold
1567,Los Angeles (1932),1932,Athletics,Athletics,Robert Allan Kiesel,USA,Men,4x100m relay men,Gold,1,0,0,Robert Allan Kiesel (USA),Frank Clifford Wykoff (USA),Gold
1568,Los Angeles (1932),1932,Athletics,Athletics,Martin Emmett Toppino,USA,Men,4x100m relay men,Gold,1,0,0,Martin Emmett Toppino (USA),Hector Monroe Dyer (USA),Gold
1569,Los Angeles (1932),1932,Athletics,Athletics,Martin Emmett Toppino,USA,Men,4x100m relay men,Gold,1,0,0,Martin Emmett Toppino (USA),Robert Allan Kiesel (USA),Gold
1570,Los Angeles (1932),1932,Athletics,Athletics,Martin Emmett Toppino,USA,Men,4x100m relay men,Gold,1,0,0,Martin Emmett Toppino (USA),Martin Emmett Toppino (USA),Gold
1571,Los Angeles (1932),1932,Athletics,Athletics,Martin Emmett Toppino,USA,Men,4x100m relay men,Gold,1,0,0,Martin Emmett Toppino (USA),Frank Clifford Wykoff (USA),Gold
1572,Los Angeles (1932),1932,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Hector Monroe Dyer (USA),Gold
1573,Los Angeles (1932),1932,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Robert Allan Kiesel (USA),Gold
1574,Los Angeles (1932),1932,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Martin Emmett Toppino (USA),Gold
1575,Los Angeles (1932),1932,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Frank Clifford Wykoff (USA),Gold
1608,Los Angeles (1932),1932,Athletics,Athletics,Mary Louise Carew,USA,Women,4x100m relay women,Gold,1,0,0,Mary Louise Carew (USA),Mary Louise Carew (USA),Gold
1609,Los Angeles (1932),1932,Athletics,Athletics,Mary Louise Carew,USA,Women,4x100m relay women,Gold,1,0,0,Mary Louise Carew (USA),Evelyn Furtsch (USA),Gold
1610,Los Angeles (1932),1932,Athletics,Athletics,Mary Louise Carew,USA,Women,4x100m relay women,Gold,1,0,0,Mary Louise Carew (USA),Annette Joan Rogers (USA),Gold
1611,Los Angeles (1932),1932,Athletics,Athletics,Mary Louise Carew,USA,Women,4x100m relay women,Gold,1,0,0,Mary Louise Carew (USA),Wilhelmina Von Bremen (USA),Gold
1612,Los Angeles (1932),1932,Athletics,Athletics,Evelyn Furtsch,USA,Women,4x100m relay women,Gold,1,0,0,Evelyn Furtsch (USA),Mary Louise Carew (USA),Gold
1613,Los Angeles (1932),1932,Athletics,Athletics,Evelyn Furtsch,USA,Women,4x100m relay women,Gold,1,0,0,Evelyn Furtsch (USA),Evelyn Furtsch (USA),Gold
1614,Los Angeles (1932),1932,Athletics,Athletics,Evelyn Furtsch,USA,Women,4x100m relay women,Gold,1,0,0,Evelyn Furtsch (USA),Annette Joan Rogers (USA),Gold
1615,Los Angeles (1932),1932,Athletics,Athletics,Evelyn Furtsch,USA,Women,4x100m relay women,Gold,1,0,0,Evelyn Furtsch (USA),Wilhelmina Von Bremen (USA),Gold
1616,Los Angeles (1932),1932,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Mary Louise Carew (USA),Gold
1617,Los Angeles (1932),1932,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Evelyn Furtsch (USA),Gold
1618,Los Angeles (1932),1932,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Annette Joan Rogers (USA),Gold
1619,Los Angeles (1932),1932,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Wilhelmina Von Bremen (USA),Gold
1620,Los Angeles (1932),1932,Athletics,Athletics,Wilhelmina Von Bremen,USA,Women,4x100m relay women,Gold,1,0,0,Wilhelmina Von Bremen (USA),Mary Louise Carew (USA),Gold
1621,Los Angeles (1932),1932,Athletics,Athletics,Wilhelmina Von Bremen,USA,Women,4x100m relay women,Gold,1,0,0,Wilhelmina Von Bremen (USA),Evelyn Furtsch (USA),Gold
1622,Los Angeles (1932),1932,Athletics,Athletics,Wilhelmina Von Bremen,USA,Women,4x100m relay women,Gold,1,0,0,Wilhelmina Von Bremen (USA),Annette Joan Rogers (USA),Gold
1623,Los Angeles (1932),1932,Athletics,Athletics,Wilhelmina Von Bremen,USA,Women,4x100m relay women,Gold,1,0,0,Wilhelmina Von Bremen (USA),Wilhelmina Von Bremen (USA),Gold
1656,Los Angeles (1932),1932,Athletics,Athletics,Edgar Allen Ablowich,USA,Men,4x400m relay men,Gold,1,0,0,Edgar Allen Ablowich (USA),Edgar Allen Ablowich (USA),Gold
1657,Los Angeles (1932),1932,Athletics,Athletics,Edgar Allen Ablowich,USA,Men,4x400m relay men,Gold,1,0,0,Edgar Allen Ablowich (USA),William Arthur Carr (USA),Gold
1658,Los Angeles (1932),1932,Athletics,Athletics,Edgar Allen Ablowich,USA,Men,4x400m relay men,Gold,1,0,0,Edgar Allen Ablowich (USA),Ivan William Fuqua (USA),Gold
1659,Los Angeles (1932),1932,Athletics,Athletics,Edgar Allen Ablowich,USA,Men,4x400m relay men,Gold,1,0,0,Edgar Allen Ablowich (USA),Karl De Witt Warner (USA),Gold
1660,Los Angeles (1932),1932,Athletics,Athletics,William Arthur Carr,USA,Men,4x400m relay men,Gold,1,0,0,William Arthur Carr (USA),Edgar Allen Ablowich (USA),Gold
1661,Los Angeles (1932),1932,Athletics,Athletics,William Arthur Carr,USA,Men,4x400m relay men,Gold,1,0,0,William Arthur Carr (USA),William Arthur Carr (USA),Gold
1662,Los Angeles (1932),1932,Athletics,Athletics,William Arthur Carr,USA,Men,4x400m relay men,Gold,1,0,0,William Arthur Carr (USA),Ivan William Fuqua (USA),Gold
1663,Los Angeles (1932),1932,Athletics,Athletics,William Arthur Carr,USA,Men,4x400m relay men,Gold,1,0,0,William Arthur Carr (USA),Karl De Witt Warner (USA),Gold
1664,Los Angeles (1932),1932,Athletics,Athletics,Ivan William Fuqua,USA,Men,4x400m relay men,Gold,1,0,0,Ivan William Fuqua (USA),Edgar Allen Ablowich (USA),Gold
1665,Los Angeles (1932),1932,Athletics,Athletics,Ivan William Fuqua,USA,Men,4x400m relay men,Gold,1,0,0,Ivan William Fuqua (USA),William Arthur Carr (USA),Gold
1666,Los Angeles (1932),1932,Athletics,Athletics,Ivan William Fuqua,USA,Men,4x400m relay men,Gold,1,0,0,Ivan William Fuqua (USA),Ivan William Fuqua (USA),Gold
1667,Los Angeles (1932),1932,Athletics,Athletics,Ivan William Fuqua,USA,Men,4x400m relay men,Gold,1,0,0,Ivan William Fuqua (USA),Karl De Witt Warner (USA),Gold
1668,Los Angeles (1932),1932,Athletics,Athletics,Karl De Witt Warner,USA,Men,4x400m relay men,Gold,1,0,0,Karl De Witt Warner (USA),Edgar Allen Ablowich (USA),Gold
1669,Los Angeles (1932),1932,Athletics,Athletics,Karl De Witt Warner,USA,Men,4x400m relay men,Gold,1,0,0,Karl De Witt Warner (USA),William Arthur Carr (USA),Gold
1670,Los Angeles (1932),1932,Athletics,Athletics,Karl De Witt Warner,USA,Men,4x400m relay men,Gold,1,0,0,Karl De Witt Warner (USA),Ivan William Fuqua (USA),Gold
1671,Los Angeles (1932),1932,Athletics,Athletics,Karl De Witt Warner,USA,Men,4x400m relay men,Gold,1,0,0,Karl De Witt Warner (USA),Karl De Witt Warner (USA),Gold
1689,Los Angeles (1932),1932,Athletics,Athletics,Lauri Aleksanteri Lehtinen,FIN,Men,5000m men,Gold,1,0,0,Lauri Aleksanteri Lehtinen (FIN),Lauri Aleksanteri Lehtinen (FIN),Gold
1692,Los Angeles (1932),1932,Athletics,Athletics,Thomas William Green,GBR,Men,50km walk men,Gold,1,0,0,Thomas William Green (GBR),Thomas William Green (GBR),Gold
1695,Los Angeles (1932),1932,Athletics,Athletics,Thomas Hampson,GBR,Men,800m men,Gold,1,0,0,Thomas Hampson (GBR),Thomas Hampson (GBR),Gold
1698,Los Angeles (1932),1932,Athletics,Athletics,Mildred Didrikson,USA,Women,80m hurdles women,Gold,1,0,0,Mildred Didrikson (USA),Mildred Didrikson (USA),Gold
1701,Los Angeles (1932),1932,Athletics,Athletics,James Aloysius Bernard Bausch,USA,Men,decathlon men,Gold,1,0,0,James Aloysius Bernard Bausch (USA),James Aloysius Bernard Bausch (USA),Gold
1704,Los Angeles (1932),1932,Athletics,Athletics,John Franklin Anderson,USA,Men,discus throw men,Gold,1,0,0,John Franklin Anderson (USA),John Franklin Anderson (USA),Gold
1707,Los Angeles (1932),1932,Athletics,Athletics,Lillian Copeland,USA,Women,discus throw women,Gold,1,0,0,Lillian Copeland (USA),Lillian Copeland (USA),Gold
1710,Los Angeles (1932),1932,Athletics,Athletics,Patrick O'Callaghan,IRL,Men,hammer throw men,Gold,1,0,0,Patrick O'Callaghan (IRL),Patrick O'Callaghan (IRL),Gold
1713,Los Angeles (1932),1932,Athletics,Athletics,Duncan Mcnaughton,CAN,Men,high jump men,Gold,1,0,0,Duncan Mcnaughton (CAN),Duncan Mcnaughton (CAN),Gold
1716,Los Angeles (1932),1932,Athletics,Athletics,Jean Shiley,USA,Women,high jump women,Gold,1,0,0,Jean Shiley (USA),Jean Shiley (USA),Gold
1719,Los Angeles (1932),1932,Athletics,Athletics,Matti Henrik Jarvinen,FIN,Men,javelin throw men,Gold,1,0,0,Matti Henrik Jarvinen (FIN),Matti Henrik Jarvinen (FIN),Gold
1722,Los Angeles (1932),1932,Athletics,Athletics,Mildred Didrikson,USA,Women,javelin throw women,Gold,1,0,0,Mildred Didrikson (USA),Mildred Didrikson (USA),Gold
1725,Los Angeles (1932),1932,Athletics,Athletics,Edward Lansing Gordon,USA,Men,long jump men,Gold,1,0,0,Edward Lansing Gordon (USA),Edward Lansing Gordon (USA),Gold
1728,Los Angeles (1932),1932,Athletics,Athletics,Juan Carlos Zabala,ARG,Men,marathon men,Gold,1,0,0,Juan Carlos Zabala (ARG),Juan Carlos Zabala (ARG),Gold
1731,Los Angeles (1932),1932,Athletics,Athletics,William Waring Miller,USA,Men,pole vault men,Gold,1,0,0,William Waring Miller (USA),William Waring Miller (USA),Gold
1734,Los Angeles (1932),1932,Athletics,Athletics,Leo Joseph Sexton,USA,Men,shot put men,Gold,1,0,0,Leo Joseph Sexton (USA),Leo Joseph Sexton (USA),Gold
1737,Los Angeles (1932),1932,Athletics,Athletics,Chuhei Nambu,JPN,Men,triple jump men,Gold,1,0,0,Chuhei Nambu (JPN),Chuhei Nambu (JPN),Gold
1740,Berlin (1936),1936,Athletics,Athletics,Ilmari Salminen,FIN,Men,10000m men,Gold,1,0,0,Ilmari Salminen (FIN),Ilmari Salminen (FIN),Gold
1743,Berlin (1936),1936,Athletics,Athletics,Jesse Owens,USA,Men,100m men,Gold,1,0,0,Jesse Owens (USA),Jesse Owens (USA),Gold
1746,Berlin (1936),1936,Athletics,Athletics,Helen Herring Stephens,USA,Women,100m women,Gold,1,0,0,Helen Herring Stephens (USA),Helen Herring Stephens (USA),Gold
1749,Berlin (1936),1936,Athletics,Athletics,Forrest Grady Towns,USA,Men,110m hurdles men,Gold,1,0,0,Forrest Grady Towns (USA),Forrest Grady Towns (USA),Gold
1752,Berlin (1936),1936,Athletics,Athletics,John Lovelock,NZL,Men,1500m men,Gold,1,0,0,John Lovelock (NZL),John Lovelock (NZL),Gold
1755,Berlin (1936),1936,Athletics,Athletics,Jesse Owens,USA,Men,200m men,Gold,1,0,0,Jesse Owens (USA),Jesse Owens (USA),Gold
1758,Berlin (1936),1936,Athletics,Athletics,Volmari Iso-Hollo,FIN,Men,3000m steeplechase men,Gold,1,0,0,Volmari Iso-Hollo (FIN),Volmari Iso-Hollo (FIN),Gold
1761,Berlin (1936),1936,Athletics,Athletics,Archibald Franklin Williams,USA,Men,400m men,Gold,1,0,0,Archibald Franklin Williams (USA),Archibald Franklin Williams (USA),Gold
1764,Berlin (1936),1936,Athletics,Athletics,Glenn Foster Hardin,USA,Men,400m hurdles men,Gold,1,0,0,Glenn Foster Hardin (USA),Glenn Foster Hardin (USA),Gold
1782,Berlin (1936),1936,Athletics,Athletics,Foy Draper,USA,Men,4x100m relay men,Gold,1,0,0,Foy Draper (USA),Foy Draper (USA),Gold
1783,Berlin (1936),1936,Athletics,Athletics,Foy Draper,USA,Men,4x100m relay men,Gold,1,0,0,Foy Draper (USA),Ralph Metcalfe (USA),Gold
1784,Berlin (1936),1936,Athletics,Athletics,Foy Draper,USA,Men,4x100m relay men,Gold,1,0,0,Foy Draper (USA),Jesse Owens (USA),Gold
1785,Berlin (1936),1936,Athletics,Athletics,Foy Draper,USA,Men,4x100m relay men,Gold,1,0,0,Foy Draper (USA),Frank Clifford Wykoff (USA),Gold
1786,Berlin (1936),1936,Athletics,Athletics,Ralph Metcalfe,USA,Men,4x100m relay men,Gold,1,0,0,Ralph Metcalfe (USA),Foy Draper (USA),Gold
1787,Berlin (1936),1936,Athletics,Athletics,Ralph Metcalfe,USA,Men,4x100m relay men,Gold,1,0,0,Ralph Metcalfe (USA),Ralph Metcalfe (USA),Gold
1788,Berlin (1936),1936,Athletics,Athletics,Ralph Metcalfe,USA,Men,4x100m relay men,Gold,1,0,0,Ralph Metcalfe (USA),Jesse Owens (USA),Gold
1789,Berlin (1936),1936,Athletics,Athletics,Ralph Metcalfe,USA,Men,4x100m relay men,Gold,1,0,0,Ralph Metcalfe (USA),Frank Clifford Wykoff (USA),Gold
1790,Berlin (1936),1936,Athletics,Athletics,Jesse Owens,USA,Men,4x100m relay men,Gold,1,0,0,Jesse Owens (USA),Foy Draper (USA),Gold
1791,Berlin (1936),1936,Athletics,Athletics,Jesse Owens,USA,Men,4x100m relay men,Gold,1,0,0,Jesse Owens (USA),Ralph Metcalfe (USA),Gold
1792,Berlin (1936),1936,Athletics,Athletics,Jesse Owens,USA,Men,4x100m relay men,Gold,1,0,0,Jesse Owens (USA),Jesse Owens (USA),Gold
1793,Berlin (1936),1936,Athletics,Athletics,Jesse Owens,USA,Men,4x100m relay men,Gold,1,0,0,Jesse Owens (USA),Frank Clifford Wykoff (USA),Gold
1794,Berlin (1936),1936,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Foy Draper (USA),Gold
1795,Berlin (1936),1936,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Ralph Metcalfe (USA),Gold
1796,Berlin (1936),1936,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Jesse Owens (USA),Gold
1797,Berlin (1936),1936,Athletics,Athletics,Frank Clifford Wykoff,USA,Men,4x100m relay men,Gold,1,0,0,Frank Clifford Wykoff (USA),Frank Clifford Wykoff (USA),Gold
1830,Berlin (1936),1936,Athletics,Athletics,Harriett Claiborne Bland,USA,Women,4x100m relay women,Gold,1,0,0,Harriett Claiborne Bland (USA),Harriett Claiborne Bland (USA),Gold
1831,Berlin (1936),1936,Athletics,Athletics,Harriett Claiborne Bland,USA,Women,4x100m relay women,Gold,1,0,0,Harriett Claiborne Bland (USA),Elizabeth Robinson (USA),Gold
1832,Berlin (1936),1936,Athletics,Athletics,Harriett Claiborne Bland,USA,Women,4x100m relay women,Gold,1,0,0,Harriett Claiborne Bland (USA),Annette Joan Rogers (USA),Gold
1833,Berlin (1936),1936,Athletics,Athletics,Harriett Claiborne Bland,USA,Women,4x100m relay women,Gold,1,0,0,Harriett Claiborne Bland (USA),Helen Herring Stephens (USA),Gold
1834,Berlin (1936),1936,Athletics,Athletics,Elizabeth Robinson,USA,Women,4x100m relay women,Gold,1,0,0,Elizabeth Robinson (USA),Harriett Claiborne Bland (USA),Gold
1835,Berlin (1936),1936,Athletics,Athletics,Elizabeth Robinson,USA,Women,4x100m relay women,Gold,1,0,0,Elizabeth Robinson (USA),Elizabeth Robinson (USA),Gold
1836,Berlin (1936),1936,Athletics,Athletics,Elizabeth Robinson,USA,Women,4x100m relay women,Gold,1,0,0,Elizabeth Robinson (USA),Annette Joan Rogers (USA),Gold
1837,Berlin (1936),1936,Athletics,Athletics,Elizabeth Robinson,USA,Women,4x100m relay women,Gold,1,0,0,Elizabeth Robinson (USA),Helen Herring Stephens (USA),Gold
1838,Berlin (1936),1936,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Harriett Claiborne Bland (USA),Gold
1839,Berlin (1936),1936,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Elizabeth Robinson (USA),Gold
1840,Berlin (1936),1936,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Annette Joan Rogers (USA),Gold
1841,Berlin (1936),1936,Athletics,Athletics,Annette Joan Rogers,USA,Women,4x100m relay women,Gold,1,0,0,Annette Joan Rogers (USA),Helen Herring Stephens (USA),Gold
1842,Berlin (1936),1936,Athletics,Athletics,Helen Herring Stephens,USA,Women,4x100m relay women,Gold,1,0,0,Helen Herring Stephens (USA),Harriett Claiborne Bland (USA),Gold
1843,Berlin (1936),1936,Athletics,Athletics,Helen Herring Stephens,USA,Women,4x100m relay women,Gold,1,0,0,Helen Herring Stephens (USA),Elizabeth Robinson (USA),Gold
1844,Berlin (1936),1936,Athletics,Athletics,Helen Herring Stephens,USA,Women,4x100m relay women,Gold,1,0,0,Helen Herring Stephens (USA),Annette Joan Rogers (USA),Gold
1845,Berlin (1936),1936,Athletics,Athletics,Helen Herring Stephens,USA,Women,4x100m relay women,Gold,1,0,0,Helen Herring Stephens (USA),Helen Herring Stephens (USA),Gold
1878,Berlin (1936),1936,Athletics,Athletics,Arthur Godfrey Kilner Brown,GBR,Men,4x400m relay men,Gold,1,0,0,Arthur Godfrey Kilner Brown (GBR),Arthur Godfrey Kilner Brown (GBR),Gold
1879,Berlin (1936),1936,Athletics,Athletics,Arthur Godfrey Kilner Brown,GBR,Men,4x400m relay men,Gold,1,0,0,Arthur Godfrey Kilner Brown (GBR),Godfrey Lionel Rampling (GBR),Gold
1880,Berlin (1936),1936,Athletics,Athletics,Arthur Godfrey Kilner Brown,GBR,Men,4x400m relay men,Gold,1,0,0,Arthur Godfrey Kilner Brown (GBR),William Roberts (GBR),Gold
1881,Berlin (1936),1936,Athletics,Athletics,Arthur Godfrey Kilner Brown,GBR,Men,4x400m relay men,Gold,1,0,0,Arthur Godfrey Kilner Brown (GBR),Frederick Ferdinand Wolff (GBR),Gold
1882,Berlin (1936),1936,Athletics,Athletics,Godfrey Lionel Rampling,GBR,Men,4x400m relay men,Gold,1,0,0,Godfrey Lionel Rampling (GBR),Arthur Godfrey Kilner Brown (GBR),Gold
1883,Berlin (1936),1936,Athletics,Athletics,Godfrey Lionel Rampling,GBR,Men,4x400m relay men,Gold,1,0,0,Godfrey Lionel Rampling (GBR),Godfrey Lionel Rampling (GBR),Gold
1884,Berlin (1936),1936,Athletics,Athletics,Godfrey Lionel Rampling,GBR,Men,4x400m relay men,Gold,1,0,0,Godfrey Lionel Rampling (GBR),William Roberts (GBR),Gold
1885,Berlin (1936),1936,Athletics,Athletics,Godfrey Lionel Rampling,GBR,Men,4x400m relay men,Gold,1,0,0,Godfrey Lionel Rampling (GBR),Frederick Ferdinand Wolff (GBR),Gold
1886,Berlin (1936),1936,Athletics,Athletics,William Roberts,GBR,Men,4x400m relay men,Gold,1,0,0,William Roberts (GBR),Arthur Godfrey Kilner Brown (GBR),Gold
1887,Berlin (1936),1936,Athletics,Athletics,William Roberts,GBR,Men,4x400m relay men,Gold,1,0,0,William Roberts (GBR),Godfrey Lionel Rampling (GBR),Gold
1888,Berlin (1936),1936,Athletics,Athletics,William Roberts,GBR,Men,4x400m relay men,Gold,1,0,0,William Roberts (GBR),William Roberts (GBR),Gold
1889,Berlin (1936),1936,Athletics,Athletics,William Roberts,GBR,Men,4x400m relay men,Gold,1,0,0,William Roberts (GBR),Frederick Ferdinand Wolff (GBR),Gold
1890,Berlin (1936),1936,Athletics,Athletics,Frederick Ferdinand Wolff,GBR,Men,4x400m relay men,Gold,1,0,0,Frederick Ferdinand Wolff (GBR),Arthur Godfrey Kilner Brown (GBR),Gold
1891,Berlin (1936),1936,Athletics,Athletics,Frederick Ferdinand Wolff,GBR,Men,4x400m relay men,Gold,1,0,0,Frederick Ferdinand Wolff (GBR),Godfrey Lionel Rampling (GBR),Gold
1892,Berlin (1936),1936,Athletics,Athletics,Frederick Ferdinand Wolff,GBR,Men,4x400m relay men,Gold,1,0,0,Frederick Ferdinand Wolff (GBR),William Roberts (GBR),Gold
1893,Berlin (1936),1936,Athletics,Athletics,Frederick Ferdinand Wolff,GBR,Men,4x400m relay men,Gold,1,0,0,Frederick Ferdinand Wolff (GBR),Frederick Ferdinand Wolff (GBR),Gold
1911,Berlin (1936),1936,Athletics,Athletics,Gunnar Höckert,FIN,Men,5000m men,Gold,1,0,0,Gunnar Höckert (FIN),Gunnar Höckert (FIN),Gold
1914,Berlin (1936),1936,Athletics,Athletics,Hector Harold Whitlock,GBR,Men,50km walk men,Gold,1,0,0,Hector Harold Whitlock (GBR),Hector Harold Whitlock (GBR),Gold
1917,Berlin (1936),1936,Athletics,Athletics,John Youie Woodruff,USA,Men,800m men,Gold,1,0,0,John Youie Woodruff (USA),John Youie Woodruff (USA),Gold
1920,Berlin (1936),1936,Athletics,Athletics,Trebisonda Valla,ITA,Women,80m hurdles women,Gold,1,0,0,Trebisonda Valla (ITA),Trebisonda Valla (ITA),Gold
1923,Berlin (1936),1936,Athletics,Athletics,Glenn Edward Morris,USA,Men,decathlon men,Gold,1,0,0,Glenn Edward Morris (USA),Glenn Edward Morris (USA),Gold
1926,Berlin (1936),1936,Athletics,Athletics,William Kenneth Carpenter,USA,Men,discus throw men,Gold,1,0,0,William Kenneth Carpenter (USA),William Kenneth Carpenter (USA),Gold
1929,Berlin (1936),1936,Athletics,Athletics,Gisela Mauermayer,GER,Women,discus throw women,Gold,1,0,0,Gisela Mauermayer (GER),Gisela Mauermayer (GER),Gold
1932,Berlin (1936),1936,Athletics,Athletics,Karl Hein,GER,Men,hammer throw men,Gold,1,0,0,Karl Hein (GER),Karl Hein (GER),Gold
1935,Berlin (1936),1936,Athletics,Athletics,Cornelius Cooper Johnson,USA,Men,high jump men,Gold,1,0,0,Cornelius Cooper Johnson (USA),Cornelius Cooper Johnson (USA),Gold
1938,Berlin (1936),1936,Athletics,Athletics,Ibolya Csak,HUN,Women,high jump women,Gold,1,0,0,Ibolya Csak (HUN),Ibolya Csak (HUN),Gold
